level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
38,39,21.0,1.0,54.0,167,37.275,53.312000000000005,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.60'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 35, 38, 215, 218]",True,313171.0,34.545,29.172,,,,,,,,,,,1.9,,,,4.0,6.0,3.0,3.0,0.01214719,0.01132376,-0.00082343,Man City,Chelsea,3.0,Ruben Dias,DC,True,-0.19559478981399536,0.0,-96.45218389925532,R. Dias,5.0,Man City
39,40,21.5,1.0,56.5,167,34.545,29.172,1.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,297390.0,38.43,26.996000000000002,,,,,,22.0,,,,,1.9416666666666667,,,,3.0,3.0,4.0,3.0,0.01132376,0.01262646,0.0013027000000000004,Man City,Chelsea,25.0,Manuel Akanji,DC,True,0.0,3.6827877285288366,-29.253316988515067,M. Akanji,5.0,Man City
40,41,22.0,1.0,59.0,167,38.43,26.996000000000002,1.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '56.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.73'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 35, 37, 216, 218]",True,297390.0,36.645,38.148,,,,,,,,,,,1.9833333333333334,,,,4.0,3.0,4.0,4.0,0.01262646,0.01262646,0.0,Man City,Chelsea,25.0,Manuel Akanji,DC,True,-1.5433009844517613,0.0,99.09368332863716,M. Akanji,5.0,Man City
41,42,23.0,2.0,1.0,167,37.800000000000004,39.848000000000006,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.23'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '41.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '83.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 36, 37, 216, 218]",True,313171.0,43.785000000000004,56.71200000000001,,,,,,,,,,,2.0166666666666666,,,,4.0,4.0,4.0,6.0,0.01262646,0.01214719,-0.0004792700000000004,Man City,Chelsea,3.0,Ruben Dias,DC,True,2.161472981324394,0.0,70.46032754262188,R. Dias,5.0,Man City
42,43,23.5,2.0,3.0,167,43.785000000000004,56.71200000000001,2.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,402664.0,49.455000000000005,54.196000000000005,,,,,,24.0,,,,,2.05,,,,4.0,6.0,5.0,6.0,0.01214719,0.0138454,0.0016982100000000003,Man City,Chelsea,24.0,Josko Gvardiol,DC,True,0.0,6.18983604701306,-23.92872710232009,J. Gvardiol,5.0,Man City
43,44,24.0,2.0,5.0,167,49.455000000000005,54.196000000000005,2.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '45.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.41'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '74.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '28.6'}]","[91, 120, 124, 128, 36, 38, 217, 218]",True,402664.0,78.54,19.448000000000004,,,,,,,,,,,2.0833333333333335,,,,,,,,,,,Man City,Chelsea,24.0,Josko Gvardiol,DC,True,28.905114042352075,0.0,-50.06977205530541,J. Gvardiol,5.0,Man City
44,45,21.0,2.0,8.0,15,26.985,47.736000000000004,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.24'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.0'}]","[91, 117, 30, 139, 36, 38, 216, 218]",True,363496.0,36.75,47.328,,,,,,,,,,,2.1333333333333333,,,,2.0,5.0,4.0,5.0,0.01001304,0.01269174,0.002678699999999999,Chelsea,Man City,3.0,Marc Cucurella,DL,True,9.67582690195205,0.0,-2.3925334550124178,M. Cucurella,6.0,Chelsea
45,46,22.0,2.0,10.0,15,36.75,47.328,2.0,FirstHalf,BallRecovery,Successful,[],[93],False,369430.0,,,,,,,,,,,,,2.1666666666666665,,,,,,,,,,,Chelsea,Man City,8.0,Enzo Fernandez,AMC,True,0.0,0.0,,E. Fernandez,6.0,Chelsea
46,47,23.0,2.0,11.0,15,36.75,47.328,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '66.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.34'}]","[91, 117, 30, 35, 38, 215, 218]",True,369430.0,26.669999999999998,45.288,,,,,,,,,,,2.183333333333333,,,,4.0,5.0,2.0,5.0,0.01269174,0.01001304,-0.002678699999999999,Chelsea,Man City,8.0,Enzo Fernandez,AMC,True,-9.599983768978419,0.0,-168.55895613123255,E. Fernandez,6.0,Chelsea
47,48,24.0,2.0,12.0,15,26.669999999999998,45.288,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '65.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.15'}]","[91, 117, 30, 36, 38, 215, 218]",True,421351.0,32.865,44.47200000000001,,,,,,,,,,,2.2,,,,2.0,5.0,3.0,5.0,0.01001304,0.01110462,0.00109158,Chelsea,Man City,6.0,Levi Colwill,DC,True,6.248008924397496,0.0,-7.503752586124024,L. Colwill,6.0,Chelsea
48,49,25.0,2.0,16.0,15,30.345,44.88,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.21'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.7'}]","[91, 117, 30, 36, 37, 216, 218]",True,425319.0,40.635000000000005,47.124,,,,,,,,,,,2.2666666666666666,,,,3.0,5.0,4.0,5.0,0.01110462,0.01269174,0.0015871199999999992,Chelsea,Man City,45.0,Romeo Lavia,DMC,True,9.754279589576896,0.0,12.302217412428831,R. Lavia,6.0,Chelsea
49,50,26.0,2.0,17.0,15,40.635000000000005,47.124,2.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.24'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '67.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 120, 29, 36, 38, 216, 218]",True,369430.0,63.315,46.104,,,,,,,,,,,2.283333333333333,,,,,,,,,,,Chelsea,Man City,8.0,Enzo Fernandez,AMC,True,22.282613344229418,0.0,-2.575059130322969,E. Fernandez,6.0,Chelsea
50,51,25.0,2.0,19.0,167,48.195,24.82,2.0,FirstHalf,BallRecovery,Successful,[],[93],False,297390.0,,,,,,,,,,,,,2.3166666666666664,,,,,,,,,,,Man City,Chelsea,25.0,Manuel Akanji,DC,True,0.0,0.0,,M. Akanji,7.0,Man City
51,52,26.0,2.0,23.0,167,61.95,43.79200000000001,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '79.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.38'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,297390.0,63.839999999999996,53.720000000000006,,,,,,,,,,,2.3833333333333333,,,,7.0,5.0,7.0,6.0,0.01935132,0.01870347,-0.0006478500000000019,Man City,Chelsea,25.0,Manuel Akanji,DC,True,-1.490573794281751,0.0,79.22153651713403,M. Akanji,7.0,Man City
52,53,27.0,2.0,25.0,167,65.94,55.01200000000001,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '89.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.32'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '78.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,73084.0,82.635,60.52,,,,,,,,,,,2.4166666666666665,,,,7.0,6.0,9.0,7.0,0.01870347,0.02756312,0.00885965,Man City,Chelsea,17.0,Kevin De Bruyne,AMC,True,9.661440485090438,0.0,18.258711753550806,K. D. Bruyne,7.0,Man City
53,54,28.0,2.0,29.0,167,82.53,60.18000000000001,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.76'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '80.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.7'}]","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,397821.0,75.28500000000001,55.01200000000001,,,,,,,,,,,2.4833333333333334,,,,9.0,7.0,8.0,6.0,0.02756312,0.02401521,-0.0035479100000000013,Man City,Chelsea,26.0,Savinho,AML,True,-1.8928522289047152,0.0,-144.4989950943524,Savinho,7.0,Man City
54,55,29.0,2.0,30.0,167,75.39,53.992000000000004,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.50'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '66.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '76.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.2'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,73084.0,69.615,51.816,,,,,,,,,,,2.5,,,,8.0,6.0,7.0,6.0,0.02401521,0.01870347,-0.005311739999999999,Man City,Chelsea,17.0,Kevin De Bruyne,AMC,True,-3.8898267466540233,0.0,-159.35376463909205,K. D. Bruyne,7.0,Man City
55,56,29.5,2.0,33.0,167,69.615,51.816,2.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,93894.0,73.5,47.804,,,,,,30.0,,,,,2.55,,,,8.0,6.0,8.0,5.0,0.02401521,0.0241224,0.00010719000000000006,Man City,Chelsea,8.0,Mateo Kovacic,DMC,True,0.0,5.225152018346641,-45.92135453675394,M. Kovacic,7.0,Man City
56,57,30.0,2.0,36.0,167,73.5,47.804,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.46'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '83.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,93894.0,74.55,56.984,,,,,,,,,,,2.6,,,,8.0,5.0,8.0,6.0,0.0241224,0.02401521,-0.00010719000000000006,Man City,Chelsea,8.0,Mateo Kovacic,DMC,True,-3.7587144719379495,0.0,83.47491753135216,M. Kovacic,7.0,Man City
57,58,31.0,2.0,37.0,167,74.55,56.984,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.51'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '81.9'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,73084.0,85.995,63.376000000000005,,,,,,,,,,,2.6166666666666667,,,,8.0,6.0,9.0,7.0,0.02401521,0.02756312,0.0035479100000000013,Man City,Chelsea,17.0,Kevin De Bruyne,AMC,True,3.1628764532634577,0.0,29.18323442564978,K. D. Bruyne,7.0,Man City
58,59,31.5,2.0,38.5,167,85.995,63.376000000000005,2.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,397821.0,90.825,63.376000000000005,,,,,,32.0,,,,,2.6416666666666666,,,,10.0,7.0,10.0,7.0,0.03485072,0.03485072,0.0,Man City,Chelsea,26.0,Savinho,AML,True,0.0,2.3705301624947595,0.0,Savinho,7.0,Man City
59,60,32.0,2.0,40.0,167,90.825,63.376000000000005,2.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.23'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 72, 'displayName': 'LeftFoot'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '88.7'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '28'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 138, 124, 126, 36, 38, 217, 218]",True,397821.0,93.135,59.364000000000004,,,,,,,,,,,2.6666666666666665,,,,,,,,,,,Man City,Chelsea,26.0,Savinho,AML,True,4.615196315132156,0.0,-60.06783812739082,Savinho,7.0,Man City
60,61,27.0,2.0,40.0,15,17.64,10.132000000000001,2.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]",[91],True,403850.0,,,,,,,,,,,,,2.6666666666666665,,,,,,,,,,,Chelsea,Man City,27.0,Malo Gusto,DR,True,0.0,0.0,,M. Gusto,8.0,Chelsea
61,62,28.0,2.0,42.0,15,1.47,32.572,2.0,FirstHalf,Claim,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '32'}, {'type': {'value': 88, 'displayName': 'HighClaim'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 93, 104]",True,362151.0,,,,,,,,,,,,,2.7,,,,,,,,,,,Chelsea,Man City,1.0,Robert Sanchez,GK,True,0.0,0.0,,R. Sanchez,8.0,Chelsea
62,63,29.0,2.0,46.0,15,8.925,33.11600000000001,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '54.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 123, 'displayName': 'KeeperThrow'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.16'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 36, 37, 215, 218]",True,362151.0,31.919999999999998,36.720000000000006,,,,,,,,,,,2.7666666666666666,,,,0.0,3.0,3.0,4.0,0.00941056,0.01132376,0.0019132000000000003,Chelsea,Man City,1.0,Robert Sanchez,GK,True,22.948465837910845,0.0,8.90748828151258,R. Sanchez,8.0,Chelsea
63,64,30.0,2.0,48.0,15,31.71,36.856,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '84.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.61'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.5'}]","[91, 117, 30, 35, 37, 215, 218]",True,369430.0,30.975,57.664,,,,,,,,,,,2.8,,,,3.0,4.0,3.0,6.0,0.01132376,0.0105949,-0.0007288599999999996,Chelsea,Man City,8.0,Enzo Fernandez,AMC,True,-4.369787782366728,0.0,92.02301501066232,E. Fernandez,8.0,Chelsea
64,65,31.0,2.0,50.0,15,31.185000000000002,57.528,2.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.63'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '77.7'}]","[91, 118, 120, 29, 36, 38, 216, 218]",True,363496.0,37.38,52.836000000000006,,,,,,,,,,,2.8333333333333335,,,,,,,,,,,Chelsea,Man City,3.0,Marc Cucurella,DL,True,7.2795629391535215,0.0,-37.13974143129582,M. Cucurella,8.0,Chelsea
65,66,34.0,2.0,51.0,167,75.39,17.272000000000002,2.0,FirstHalf,BallTouch,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]",[91],True,388098.0,,,,,,,,,,,,,2.85,,,,,,,,,,,Man City,Chelsea,11.0,Jeremy Doku,AMR,True,0.0,0.0,,J. Doku,9.0,Man City
66,67,35.0,2.0,53.0,167,70.03500000000001,33.456,2.0,FirstHalf,BallRecovery,Successful,[],[93],False,73084.0,,,,,,,,,,,,,2.8833333333333333,,,,,,,,,,,Man City,Chelsea,17.0,Kevin De Bruyne,AMC,True,0.0,0.0,,K. D. Bruyne,9.0,Man City
67,68,36.0,2.0,53.0,167,70.03500000000001,33.456,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.07'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,73084.0,74.13,22.372,,,,,,,,,,,2.8833333333333333,,,,8.0,3.0,8.0,2.0,0.02385149,0.0241224,0.0002709099999999992,Man City,Chelsea,17.0,Kevin De Bruyne,AMC,True,1.9818509548941279,0.0,-69.72317564038455,K. D. Bruyne,9.0,Man City
68,69,37.0,2.0,54.0,167,76.125,15.98,2.0,FirstHalf,Dispossessed,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '32'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 70]",True,136741.0,,,,,,,,,,,,,2.9,,,,,,,,,,,Man City,Chelsea,20.0,Bernardo Silva,AMC,True,0.0,0.0,,B. Silva,9.0,Man City
69,70,32.0,2.0,54.0,15,28.875,52.02,2.0,FirstHalf,Tackle,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '37'}]","[91, 143]",True,363496.0,,,,,,,,,,,,,2.9,,,,,,,,,,,Chelsea,Man City,3.0,Marc Cucurella,DL,True,0.0,0.0,,M. Cucurella,10.0,Chelsea
70,71,33.0,2.0,55.0,15,32.235,48.07600000000001,2.0,FirstHalf,BallRecovery,Successful,[],[93],False,369430.0,,,,,,,,,,,,,2.9166666666666665,,,,,,,,,,,Chelsea,Man City,8.0,Enzo Fernandez,AMC,True,0.0,0.0,,E. Fernandez,10.0,Chelsea
71,72,34.0,2.0,57.0,15,32.34,47.736000000000004,2.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.14'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '82.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.9'}]","[91, 117, 30, 35, 37, 215, 218]",True,369430.0,27.195,55.828,,,,,,,,,,,2.95,,,,3.0,5.0,2.0,6.0,0.01110462,0.00942382,-0.0016808000000000014,Chelsea,Man City,8.0,Enzo Fernandez,AMC,True,-6.861945257201896,0.0,122.44873719672965,E. Fernandez,10.0,Chelsea
72,73,35.0,2.0,59.0,15,27.195,55.828,2.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.12'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '64.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '40.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.3'}]","[91, 120, 128, 36, 38, 216, 218]",True,363496.0,67.30499999999999,49.164,,,,,,,,,,,2.9833333333333334,,,,,,,,,,,Chelsea,Man City,3.0,Marc Cucurella,DL,True,40.17813244027111,0.0,-9.43313269308134,M. Cucurella,10.0,Chelsea
73,74,39.0,3.0,2.0,167,36.75,14.96,3.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.09'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '9.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 139, 36, 38, 216, 218]",True,297390.0,40.214999999999996,6.324000000000001,,,,,,,,,,,3.033333333333333,,,,4.0,1.0,4.0,0.0,0.01214719,0.01126267,-0.0008845199999999998,Man City,Chelsea,25.0,Manuel Akanji,DC,True,0.40711141903548764,0.0,-68.13799033041442,M. Akanji,11.0,Man City
74,75,40.0,3.0,3.0,167,40.214999999999996,6.324000000000001,3.0,FirstHalf,BallRecovery,Successful,[],[93],False,444791.0,,,,,,,,,,,,,3.05,,,,,,,,,,,Man City,Chelsea,82.0,Rico Lewis,DMC,True,0.0,0.0,,R. Lewis,11.0,Man City
75,76,41.0,3.0,5.0,167,36.54,7.208,3.0,FirstHalf,Foul,Successful,"[{'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '36'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 63]",True,444791.0,,,,,,,,,,,,,3.0833333333333335,,,,,,,,,,,Man City,Chelsea,82.0,Rico Lewis,DMC,True,0.0,0.0,,R. Lewis,11.0,Man City
